,relative_im_path,class,class_name,make,model,vehicle_type,year,open_rate,click_through_open_rate,revenue_generated_per_email,conversion_rate,campain_type,industry
14,car_ims/000015.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Engagement,Software and Technology
15,car_ims/000016.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,0,1,Product_Announcement,Entertainment
16,car_ims/000017.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Newsletter,Software and Technology
17,car_ims/000018.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Survey,Hospitality
18,car_ims/000019.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,1,1,Webinar,Real Estate
19,car_ims/000020.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,1,0,1,Transactional,Finance and Banking
20,car_ims/000021.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,0,Promotional,Retail
21,car_ims/000022.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,0,Webinar,Finance and Banking
22,car_ims/000023.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Review_Request,Software and Technology
23,car_ims/000024.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,1,1,1,Transactional,Entertainment
24,car_ims/000025.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Transactional,Real Estate
25,car_ims/000026.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Engagement,Hospitality
26,car_ims/000027.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,1,1,1,Engagement,Hospitality
27,car_ims/000028.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,1,1,0,Promotional,Retail
28,car_ims/000029.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Promotional,Retail
29,car_ims/000030.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Webinar,Retail
30,car_ims/000031.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Survey,Healthcare
31,car_ims/000032.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,0,Promotional,Finance and Banking
32,car_ims/000033.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,1,1,Engagement,Hospitality
33,car_ims/000034.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,0,1,Review_Request,Finance and Banking
34,car_ims/000035.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Product_Announcement,Entertainment
35,car_ims/000036.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Transactional,Entertainment
36,car_ims/000037.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Newsletter,Hospitality
37,car_ims/000038.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Abandoned_Cart,Hospitality
38,car_ims/000039.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,1,1,Transactional,Finance and Banking
39,car_ims/000040.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Survey,Healthcare
40,car_ims/000041.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Engagement,Healthcare
41,car_ims/000042.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,0,1,1,Abandoned_Cart,Entertainment
42,car_ims/000043.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,0,Review_Request,Entertainment
43,car_ims/000044.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Engagement,Energy
44,car_ims/000045.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,0,1,1,Product_Announcement,Real Estate
45,car_ims/000046.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,0,0,Abandoned_Cart,Real Estate
46,car_ims/000047.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,1,1,1,Transactional,Entertainment
47,car_ims/000048.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Product_Announcement,Software and Technology
48,car_ims/000049.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Promotional,Software and Technology
49,car_ims/000050.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,0,1,Review_Request,Hospitality
50,car_ims/000051.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,1,1,Abandoned_Cart,Energy
51,car_ims/000052.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,0,1,Product_Announcement,Real Estate
52,car_ims/000053.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,0,1,Product_Announcement,Software and Technology
53,car_ims/000054.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,1,0,Product_Announcement,Entertainment
54,car_ims/000055.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,1,1,Transactional,Retail
55,car_ims/000056.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Survey,Hospitality
56,car_ims/000057.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,0,1,1,Transactional,Hospitality
57,car_ims/000058.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Review_Request,Retail
58,car_ims/000059.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,1,1,0,Newsletter,Software and Technology
59,car_ims/000060.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,1,1,Survey,Hospitality
60,car_ims/000061.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Transactional,Hospitality
61,car_ims/000062.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,0,1,Webinar,Finance and Banking
62,car_ims/000063.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,0,Promotional,Finance and Banking
63,car_ims/000064.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,0,0,Engagement,Retail
64,car_ims/000065.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,0,Product_Announcement,Real Estate
65,car_ims/000066.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,0,1,Engagement,Healthcare
66,car_ims/000067.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Review_Request,Finance and Banking
67,car_ims/000068.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,1,0,1,Promotional,Retail
68,car_ims/000069.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Product_Announcement,Real Estate
69,car_ims/000070.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Engagement,Software and Technology
70,car_ims/000071.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Promotional,Retail
71,car_ims/000072.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Review_Request,Real Estate
72,car_ims/000073.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Review_Request,Healthcare
73,car_ims/000074.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,0,1,Survey,Healthcare
74,car_ims/000075.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Product_Announcement,Real Estate
75,car_ims/000076.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Newsletter,Retail
76,car_ims/000077.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,1,1,Review_Request,Healthcare
77,car_ims/000078.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,0,0,1,Product_Announcement,Entertainment
78,car_ims/000079.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Transactional,Software and Technology
79,car_ims/000080.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Product_Announcement,Finance and Banking
80,car_ims/000081.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,0,Newsletter,Healthcare
81,car_ims/000082.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Engagement,Real Estate
82,car_ims/000083.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,0,0,Survey,Entertainment
83,car_ims/000084.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,0,1,Survey,Retail
84,car_ims/000085.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Product_Announcement,Entertainment
85,car_ims/000086.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,0,1,Webinar,Entertainment
86,car_ims/000087.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,0,1,Survey,Finance and Banking
87,car_ims/000088.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,1,1,1,1,Survey,Hospitality
88,car_ims/000089.jpg,1,AM General Hummer SUV 2000,AM,Hummer,SUV,2000,0,1,1,1,Product_Announcement,Energy
89,car_ims/000090.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Transactional,Healthcare
90,car_ims/000091.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,1,0,1,Transactional,Healthcare
91,car_ims/000092.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,1,0,Webinar,Software and Technology
92,car_ims/000093.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,1,1,0,Newsletter,Software and Technology
93,car_ims/000094.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Survey,Finance and Banking
94,car_ims/000095.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,1,Review_Request,Entertainment
95,car_ims/000096.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Abandoned_Cart,Real Estate
96,car_ims/000097.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,1,0,1,Transactional,Hospitality
97,car_ims/000098.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Promotional,Energy
98,car_ims/000099.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,0,0,Review_Request,Healthcare
99,car_ims/000100.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,1,0,0,Product_Announcement,Healthcare
100,car_ims/000101.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Product_Announcement,Finance and Banking
101,car_ims/000102.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,1,Product_Announcement,Real Estate
102,car_ims/000103.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Webinar,Entertainment
103,car_ims/000104.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Newsletter,Real Estate
104,car_ims/000105.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Abandoned_Cart,Healthcare
105,car_ims/000106.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Newsletter,Healthcare
106,car_ims/000107.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Transactional,Retail
107,car_ims/000108.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Survey,Entertainment
108,car_ims/000109.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,1,0,Promotional,Hospitality
109,car_ims/000110.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,0,0,Product_Announcement,Real Estate
110,car_ims/000111.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,1,0,Transactional,Entertainment
111,car_ims/000112.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Engagement,Healthcare
112,car_ims/000113.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Engagement,Healthcare
113,car_ims/000114.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Newsletter,Finance and Banking
114,car_ims/000115.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,0,0,Newsletter,Hospitality
115,car_ims/000116.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,0,0,Abandoned_Cart,Entertainment
116,car_ims/000117.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Transactional,Real Estate
117,car_ims/000118.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Promotional,Energy
118,car_ims/000119.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,1,0,Webinar,Energy
119,car_ims/000120.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Engagement,Software and Technology
120,car_ims/000121.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Transactional,Hospitality
121,car_ims/000122.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,1,0,0,Engagement,Software and Technology
122,car_ims/000123.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Transactional,Hospitality
123,car_ims/000124.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Abandoned_Cart,Software and Technology
124,car_ims/000125.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,1,0,1,Transactional,Entertainment
125,car_ims/000126.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Promotional,Hospitality
126,car_ims/000127.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Review_Request,Finance and Banking
127,car_ims/000128.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,0,0,Survey,Real Estate
128,car_ims/000129.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,0,1,Transactional,Real Estate
129,car_ims/000130.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,1,0,Engagement,Hospitality
130,car_ims/000131.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Newsletter,Energy
131,car_ims/000132.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Survey,Retail
132,car_ims/000133.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,0,0,Transactional,Software and Technology
133,car_ims/000134.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,1,1,Transactional,Entertainment
134,car_ims/000135.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Survey,Entertainment
135,car_ims/000136.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,1,0,Product_Announcement,Real Estate
136,car_ims/000137.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Promotional,Real Estate
137,car_ims/000138.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Survey,Energy
138,car_ims/000139.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Webinar,Retail
139,car_ims/000140.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Product_Announcement,Entertainment
140,car_ims/000141.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,1,Promotional,Real Estate
141,car_ims/000142.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Review_Request,Hospitality
142,car_ims/000143.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Webinar,Finance and Banking
143,car_ims/000144.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,1,0,Abandoned_Cart,Finance and Banking
144,car_ims/000145.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Transactional,Hospitality
145,car_ims/000146.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,1,0,Abandoned_Cart,Finance and Banking
146,car_ims/000147.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,1,0,0,Webinar,Energy
147,car_ims/000148.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Abandoned_Cart,Entertainment
148,car_ims/000149.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,0,Abandoned_Cart,Energy
149,car_ims/000150.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,1,Transactional,Finance and Banking
150,car_ims/000151.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,1,0,0,1,Newsletter,Hospitality
151,car_ims/000152.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,1,0,Review_Request,Retail
152,car_ims/000153.jpg,2,Acura RL Sedan 2012,Acura,RL,Sedan,2012,0,0,0,1,Survey,Healthcare
153,car_ims/000154.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Newsletter,Hospitality
154,car_ims/000155.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,1,Webinar,Retail
155,car_ims/000156.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Survey,Hospitality
156,car_ims/000157.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Review_Request,Entertainment
157,car_ims/000158.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Webinar,Finance and Banking
158,car_ims/000159.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Transactional,Retail
159,car_ims/000160.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Transactional,Software and Technology
160,car_ims/000161.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Webinar,Healthcare
161,car_ims/000162.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Webinar,Entertainment
162,car_ims/000163.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,1,0,0,Webinar,Healthcare
163,car_ims/000164.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,0,0,Review_Request,Finance and Banking
164,car_ims/000165.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,0,0,Review_Request,Retail
165,car_ims/000166.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Promotional,Finance and Banking
166,car_ims/000167.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Review_Request,Real Estate
167,car_ims/000168.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Promotional,Real Estate
168,car_ims/000169.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Engagement,Healthcare
169,car_ims/000170.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,1,1,0,Webinar,Hospitality
170,car_ims/000171.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,1,0,Promotional,Hospitality
171,car_ims/000172.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Transactional,Real Estate
172,car_ims/000173.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,1,0,0,Webinar,Energy
173,car_ims/000174.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Promotional,Hospitality
174,car_ims/000175.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,1,1,Engagement,Healthcare
175,car_ims/000176.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,1,0,0,Product_Announcement,Finance and Banking
176,car_ims/000177.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Newsletter,Healthcare
177,car_ims/000178.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,1,0,0,Transactional,Healthcare
178,car_ims/000179.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,1,Survey,Entertainment
179,car_ims/000180.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Webinar,Healthcare
180,car_ims/000181.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Abandoned_Cart,Retail
181,car_ims/000182.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Survey,Hospitality
182,car_ims/000183.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,0,0,Newsletter,Energy
183,car_ims/000184.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,1,Survey,Software and Technology
184,car_ims/000185.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,1,Survey,Energy
185,car_ims/000186.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Product_Announcement,Healthcare
186,car_ims/000187.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,0,0,Survey,Healthcare
187,car_ims/000188.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Promotional,Real Estate
188,car_ims/000189.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,1,Survey,Finance and Banking
189,car_ims/000190.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Engagement,Hospitality
190,car_ims/000191.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Survey,Hospitality
191,car_ims/000192.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Newsletter,Healthcare
192,car_ims/000193.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Abandoned_Cart,Finance and Banking
193,car_ims/000194.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,1,0,0,Survey,Real Estate
194,car_ims/000195.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Abandoned_Cart,Hospitality
195,car_ims/000196.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,0,0,Transactional,Real Estate
196,car_ims/000197.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,1,0,0,Transactional,Retail
197,car_ims/000198.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Product_Announcement,Healthcare
198,car_ims/000199.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,1,0,Newsletter,Finance and Banking
199,car_ims/000200.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,1,1,Survey,Retail
200,car_ims/000201.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,0,0,Promotional,Hospitality
201,car_ims/000202.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,0,0,Promotional,Entertainment
202,car_ims/000203.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,0,0,Transactional,Energy
203,car_ims/000204.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Product_Announcement,Real Estate
204,car_ims/000205.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Webinar,Software and Technology
205,car_ims/000206.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,1,Abandoned_Cart,Finance and Banking
206,car_ims/000207.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Promotional,Real Estate
207,car_ims/000208.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Engagement,Energy
208,car_ims/000209.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,1,0,0,Product_Announcement,Energy
209,car_ims/000210.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,0,0,Transactional,Software and Technology
210,car_ims/000211.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,1,0,1,Webinar,Finance and Banking
211,car_ims/000212.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Promotional,Hospitality
212,car_ims/000213.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,1,0,Review_Request,Real Estate
213,car_ims/000214.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,0,0,0,0,Engagement,Hospitality
214,car_ims/000215.jpg,3,Acura TL Sedan 2012,Acura,TL,Sedan,2012,1,0,0,0,Promotional,Energy
